time_utc,label,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon
,0,303.006,292.974,279.474,299.499,75992.001,96289.978,0.543,0.599,3.662,0.058,0.001,0.000466830090393749,0.001,27.006,1.029,24528.602,103.986,0.0,0.059,0.295,1.37,1.1185108974358975,214.805,3.695,1.0,288.62,301.83,294.373,279.966,95.436,79.54927951657885,73.29326036249014,97.21177445652174,1.801,32.375,81.549
,0,280.402,289.572,289.094,299.526,77192.7,104387.0666266772,-0.03,0.23838879046545336,5.453180193236714,0.049,-0.001,0.000466830090393749,0.001,26.504,0.965,24379.63,337.12472982675195,0.0,0.047,0.185,1.07,0.585,181.436,3.036,1.0,302.337,303.45619514955536,294.557,305.637,94.003,90.827,80.915,101.861,1.268,30.327,79.586
,0,303.807,299.761,284.577,283.451,78251.212,104389.279,0.1761047693510555,0.23838879046545336,2.609,0.028,0.0,0.002,-0.001,47.435,0.987,23801.887,86.869,0.001,0.027,0.12,4.100759235668789,1.1185108974358975,167.21,5.461412030755315,1.0,305.553,298.819,290.67,279.962,96.06,89.195,173.783,102.508,0.987,32.71494814105633,79.93625342679128
,0,280.883,282.615,302.258,302.411,78694.730882662,102768.887,-0.199,0.335,2.42,0.09,0.001,0.0,0.0001823262839879154,28.45,0.7944468408262454,25543.834,337.12472982675195,0.0,0.091,2.043423367593712,0.648,0.377,155.929,2.579,1.0,304.429,281.506,278.62,292.038,89.457,89.445,87.185,99.434,0.948,31.115,79.93625342679128
,0,286.61,298.666,298.634,289.873,72273.001,102027.59,-0.383,-0.247,2.525,0.114,0.0,-0.001,-0.0,28.641,0.975,25478.883,92.659,0.001,0.112,0.318,0.654,0.773,166.868981074579,5.461412030755315,1.0,298.017,430.289,278.517,414.352,93.355,95.664,81.684,102.599,1.184,32.71494814105633,156.4
,0,284.99,286.017,286.105,299.81499398426655,72022.221,104387.0666266772,-0.518,-0.049,2.867,0.019,0.001,0.0,-0.001,26.436,0.951,25643.136,64.344,0.00018991517436380773,0.6797272583201269,0.151,0.34,0.526,147.907,3.543,1.0,296.361,303.45619514955536,301.504,307.107,86.066,79.54927951657885,77.869,95.668,1.369,30.006,81.623
,0,289.204,282.977,284.319,561.1,72107.427,103533.793,-0.362,0.225,5.453180193236714,0.011,-0.0,0.001,0.0,31.173630642085186,0.7944468408262454,24409.99,41.061,-0.001,0.008,0.105,0.31,0.431,166.868981074579,2.941,1.0,303.001,283.928,298.4101307426054,280.564,93.174,81.785,80.514,96.257,1.396,29.607,80.834
,0,288.185,298.853,293.322,293.114,78694.730882662,104387.0666266772,-0.035,0.297,2.772,0.6765805065234076,0.00024330392943063353,0.002,-0.002,26.703,1.021,25344.456596221018,77.462,-0.001,0.6797272583201269,0.121,0.32,0.3,166.868981074579,5.461412030755315,1.0,301.0289560691872,281.18,300.701,291.699,94.197,82.146,81.934,92.253,0.827,31.667,81.491
,0,289.112,298.3190619678335,274.778,286.964,76264.88,100764.349,0.1761047693510555,0.119,3.004,0.136,0.0,0.002,0.001,28.118,0.7944468408262454,24574.469,32.839,0.0,0.133,0.339,0.76,0.257,120.213,2.842,1.0,301.0289560691872,296.824,280.902,299.139,84.15818918490326,89.627,84.106,100.167,0.835,31.403,81.755
,0,295.576,280.27,294.485,284.999,73588.61,104387.0666266772,0.345,-0.273,5.453180193236714,0.373,0.00024330392943063353,0.001,0.001,30.054,0.7944468408262454,25344.456596221018,337.12472982675195,0.0,0.6797272583201269,0.867,1.653,0.438,301.826,2.638,1.0,301.0289560691872,307.202,279.702,306.904,84.15818918490326,81.729,77.678,96.355,0.653,32.084,79.93625342679128
,0,290.048,298.3190619678335,283.944,287.72,77806.119,104226.27,-0.141,-0.416,3.026,0.505,-0.0,-0.0,-0.001,31.173630642085186,1.047,23799.148,19.146,-0.0,0.535,2.66,2.484,0.423,166.868981074579,2.93,1.0,289.666,297.707,277.43,304.0114993913573,89.959,85.96,84.926,92.397,3.1886087160262413,32.71494814105633,81.653
,0,287.8,298.3190619678335,285.675,298.886,72239.711,104854.329,-0.378,0.402,3.077,1.125,-0.002,-0.0,-0.001,33.268,0.7944468408262454,24888.458,59.827,-0.001,1.138,5.785,4.844,0.527,166.868981074579,2.97,1.0,288.562,301.441,293.695,290.75,84.15818918490326,83.758,79.226,97.21177445652174,3.023,30.444,77.636
,0,287.094,298.3190619678335,292.855,283.294,76462.025,96883.793,0.028,0.898,3.402,1.357,0.001,0.0,-0.0,31.173630642085186,1.031,25344.456596221018,43.033,0.001,1.417,3.76,6.135,1.1185108974358975,166.868981074579,3.275,1.0,300.075,280.9,298.4101307426054,301.188,88.195,85.397,83.978,92.071,2.202,31.335,77.164
,0,301.6345762685402,298.3190619678335,279.909,297.843,71585.11,101509.666,0.103,0.722,5.773,1.283,-0.001,0.000466830090393749,-0.0,31.173630642085186,0.978,24446.079,65.222,-0.0,0.6797272583201269,2.043423367593712,6.324,0.744,185.783,3.368,1.0,295.636,285.565,301.553,299.178,86.152,81.922,77.945,100.627,1.713,32.71494814105633,77.559
,0,299.076,302.745,277.11,284.111,78507.341,102851.924,-0.135,0.715,7.878,0.6765805065234076,-0.0,0.003,-0.0,34.711,0.7944468408262454,25231.368,78.634,-0.0,1.27,5.573,4.100759235668789,0.699,242.926,4.503,1.0,284.949,297.364,298.352,303.368,94.591,84.936,83.569,95.676,1.146,30.44,146.043
,0,301.6345762685402,479.543,300.904,280.971,72849.232,102491.037,-0.022,0.23838879046545336,5.764,1.761,0.0,0.000466830090393749,0.0,37.776,0.949,23802.447,83.523,-0.0,1.685,4.759,8.704,0.955,178.447,5.461412030755315,1.0,299.097,303.45619514955536,298.864,289.195,93.067,84.564,81.943,99.365,1.351,29.525,148.282
,0,282.832,298.108,300.4776422074919,275.546,76593.56,98657.746,-0.242,0.946,6.017,2.242,0.001,0.000466830090393749,0.001,40.125,0.963,23816.63,96.446,-0.001,2.246,5.938,11.728,0.899,166.26,6.465,1.0,301.0289560691872,301.069,296.268,292.893,86.399,84.602,81.064,96.275,3.1886087160262413,29.742,80.756
,0,292.414,295.897,483.342,300.38,75855.657,104387.0666266772,-0.259,0.812,5.057,1.922,0.001,0.001,0.0001823262839879154,36.752,1.003,25344.456596221018,99.361,0.001,1.81,5.457,10.26,1.1185108974358975,156.898,5.278,1.0,301.363,281.801,301.56,294.933,93.738,79.54927951657885,80.368,95.707,3.1886087160262413,56.055,78.098
,0,285.194,298.316,278.106,285.395,78901.577,105737.314,-0.283,0.642,5.453180193236714,1.492,0.001,0.003,0.001,35.837,1.027,44988.913,88.91,0.0,1.486,2.043423367593712,4.100759235668789,0.75,166.868981074579,5.386,1.0,277.905,284.673,289.958,305.273,88.433,84.297,78.082,155.569,2.031,31.271,78.087
,0,293.644,299.599,281.028,297.482,78354.78,105781.589,0.1761047693510555,0.42,4.635,0.89,-0.002,0.001,-0.001,31.173630642085186,0.975,23860.756,424.63,0.0,0.6797272583201269,3.165,7.132,0.483,214.757,4.908,1.0,297.305,306.498,292.814,304.0114993913573,91.509,87.835,83.135,96.688,2.269,32.397,79.369
,0,303.099,526.192,300.4776422074919,292.738,75946.465,105742.308,0.514,0.504,4.164,0.605,0.00024330392943063353,0.001,0.0,31.173630642085186,1.022,25484.683,337.12472982675195,0.0,0.584,2.043423367593712,5.692,0.657,215.41,4.248,1.0,297.967,303.45619514955536,298.4101307426054,289.886,91.053,88.739,78.082,99.456,3.397,32.059,78.861
,0,301.6345762685402,284.949,294.733,299.81499398426655,78480.157,101577.279,1.042,0.982,5.453180193236714,0.6765805065234076,0.00024330392943063353,0.001,0.0,31.173630642085186,0.97,24303.181,116.188,0.00018991517436380773,0.488,1.545,4.623,1.449,223.237,4.836,1.0,279.718,303.595,274.926,293.481,84.15818918490326,79.54927951657885,82.365,99.657,3.372,32.71494814105633,75.629
,0,287.558,297.758,277.901,276.861,76879.105,103574.64,0.751,0.737,5.453180193236714,0.423,-0.001,0.000466830090393749,0.0,29.759,0.96,25344.456596221018,178.489,0.002,0.6797272583201269,1.372,3.599,1.073,230.715,4.824,1.0,292.716,283.407,298.4101307426054,293.494,93.679,84.43,73.29326036249014,97.21177445652174,3.1886087160262413,31.06,81.216
,0,295.06,473.077,303.686,281.867,78684.866,100909.999,0.554,0.23838879046545336,3.513,0.6765805065234076,-0.001,0.000466830090393749,-0.0,31.173630642085186,0.976,25391.416,71.865,0.001,0.6797272583201269,0.703,2.266,1.168,211.262,5.461412030755315,1.0,497.906,289.38,286.462,475.954,89.953,86.202,82.586,96.011,2.67,29.519,79.93625342679128
,0,304.517,298.319,300.4776422074919,451.474,78694.730882662,96192.747,0.1761047693510555,0.51,5.453180193236714,0.093,-0.001,-0.001,0.0001823262839879154,31.173630642085186,1.018,24831.198,337.12472982675195,0.00018991517436380773,0.098,0.451,4.100759235668789,0.524,202.119,3.403,1.0,280.528,284.611,275.063,304.131,87.579,83.417,81.359,92.472,1.729,31.9,82.026
,0,285.465,281.404,278.761,292.639,78694.730882662,99246.672,0.1761047693510555,0.085,2.644,0.067,-0.001,-0.001,-0.0,28.532,0.7944468408262454,24296.267,42.526,-0.002,0.6797272583201269,0.262,4.100759235668789,1.1185108974358975,106.499,2.59,1.0,291.321,297.794,296.565,302.07,84.15818918490326,82.609,111.461,97.21177445652174,1.237,45.571,74.773
,0,301.6345762685402,289.336,293.739,297.878,78296.57,106060.079,-0.609,0.039,5.453180193236714,0.083,0.001,0.001,0.0,26.993,0.995,24122.339,337.12472982675195,0.001,0.079,0.251,4.100759235668789,0.65,89.429,2.781,1.0,281.964,304.076,291.706,295.608,91.387,83.569,79.433,95.667,1.192,29.87,77.446
,0,301.6345762685402,299.957,279.691,274.159,72205.433,99439.681,-0.623,0.288,2.911,0.6765805065234076,0.001,0.001,0.0001823262839879154,28.459,0.954,23556.901,64.859,-0.001,0.073,2.043423367593712,0.68,0.638,198.324,2.852,1.0,282.998,302.943,289.668,296.439,90.314,79.54927951657885,73.29326036249014,95.519,1.033,29.625,80.13
,0,301.92,287.101,300.685,286.135,151519.401,98991.662,-0.444,0.335,3.336,0.107,0.00024330392943063353,-0.0,0.0,27.737,0.914,23495.552,34.683,0.0,0.101,0.328,4.100759235668789,0.534,124.333,3.316,1.0,299.768,292.674,298.4101307426054,306.339,84.15818918490326,79.54927951657885,80.417,97.21177445652174,1.085,29.813,79.339
,0,301.6345762685402,298.3190619678335,280.817,289.674,71837.675,101582.87,-0.511,0.048,3.237,0.456,0.002,-0.001,0.0001823262839879154,31.173630642085186,0.97,24058.399,26.291,0.001,0.432,1.436,2.071,0.298,96.637,3.125,1.0,301.764,400.055,279.702,304.0114993913573,123.706,89.532,82.248,98.501,1.896,31.012,79.93625342679128
,0,295.724,578.182,286.205,276.851,73245.43,104387.0666266772,0.111,0.23838879046545336,5.033,0.357,-0.001,0.000466830090393749,0.0,31.46,1.001,25441.061,42.167,0.001,0.6797272583201269,0.971,1.909,0.367,207.483,2.514,1.0,279.986,288.1,293.205,594.806,93.247,91.054,73.29326036249014,96.936,2.162,29.98,78.623
,0,300.381,298.336,292.142,294.463,78595.377,105808.069,-0.232,0.032,2.357,0.556,0.001,0.001,0.0001823262839879154,31.924,1.027,23776.361,47.264,0.001,0.54,1.536,2.616,0.235,98.882,2.44,1.0,301.0289560691872,282.522,301.659,295.234,84.15818918490326,92.421,88.112,94.562,3.1886087160262413,31.137,79.93625342679128
,0,295.437,281.556,293.555,302.341,74912.397,104387.0666266772,0.1761047693510555,-0.011,5.453180193236714,0.87,-0.002,0.001,0.001,31.173630642085186,0.7944468408262454,25573.383,30.12,0.0,0.869,2.227,6.636,0.158,86.115,2.231,1.0,551.657,280.507,298.4101307426054,293.671,86.654,89.885,87.553,97.21177445652174,0.888,30.108,81.229
,0,279.03,289.326,290.697,286.312,73117.423,98614.298,0.249,0.14,2.015,0.655,0.00024330392943063353,-0.0,-0.001,31.173630642085186,0.998,25540.757,24.461,0.001,1.285,2.041,4.100759235668789,0.265,244.426,1.993,1.0,299.692,292.667,292.465,280.355,84.15818918490326,96.876,85.166,95.608,3.1886087160262413,30.435,81.42
,0,303.317,277.472,293.953,300.667,78694.730882662,100489.061,-0.292,-0.384,2.022,0.612,0.003,0.0,-0.0,31.569,1.047,25344.456596221018,6.588,0.00018991517436380773,0.59,1.993,3.578,0.515,36.0,5.461412030755315,1.0,278.659,291.343,298.4101307426054,298.302,91.373,79.54927951657885,84.828,100.576,0.798,30.385,79.93625342679128
,0,607.436,285.042,300.4776422074919,287.643,78897.427,104387.0666266772,0.1761047693510555,-0.096,2.573,0.6765805065234076,-0.0,-0.0,0.0,32.92,0.7944468408262454,23952.296,337.12472982675195,-0.0,0.6797272583201269,3.02,5.674,1.1185108974358975,166.868981074579,2.563,1.0,301.0289560691872,297.788,450.406,292.719,131.574,79.54927951657885,81.926,99.275,0.885,31.429,81.454
,0,301.505,281.519,489.325,281.874,72136.485,104387.0666266772,0.212,0.337,2.861,0.6765805065234076,0.00024330392943063353,-0.0,0.001,29.141,0.7944468408262454,23654.246,8.43,0.00018991517436380773,0.429,1.689,3.44,0.394,166.868981074579,2.865,1.0,296.992,279.484,300.856,304.0114993913573,91.259,79.54927951657885,90.228,97.384,1.091,30.808,76.875
,0,301.6345762685402,281.041,300.4776422074919,296.596,76807.604,104387.0666266772,0.508,0.835,3.685,0.183,0.001,-0.001,0.001,29.839,1.023,25344.456596221018,337.12472982675195,0.001,0.173,1.004,2.198,0.956,214.303,3.429,1.0,301.0289560691872,279.846,293.922,283.195,88.078,96.579,179.058,96.704,2.141,30.867,75.67
,0,290.527,298.3190619678335,288.946,299.81499398426655,72251.644,100758.694,0.1761047693510555,1.036,5.453180193236714,0.491,0.002,0.001,0.001,29.361,1.034,24227.48,189.603,-0.001,0.466,2.043423367593712,3.056,1.337,223.517,5.709,1.0,482.203,303.45619514955536,284.637,294.033,94.125,89.506,81.992,97.21177445652174,2.732,32.71494814105633,80.777
,0,301.6345762685402,282.348,302.624,304.509,74380.456,104338.007,0.971,1.407,6.126,0.6765805065234076,0.0,0.000466830090393749,0.001,30.418,0.978,23935.946,1070.198,0.0,0.497,1.314,3.142,1.1185108974358975,210.135,6.184,1.0,281.68,302.734,592.797,298.376,84.15818918490326,92.127,82.552,97.21177445652174,1.754,29.445,81.825
,0,289.121,285.107,300.4776422074919,303.223,73126.604,104387.0666266772,1.56,1.245,7.12,2.311,0.001,0.0,-0.001,42.841,0.91,25344.456596221018,1069.719,-0.001,3.814,2.043423367593712,10.194,1.1185108974358975,214.878,5.461412030755315,1.0,297.997,305.678,279.102,288.78,89.98,94.186,89.237,172.764,1.475,32.71494814105633,74.627
,0,289.558,301.211,277.26,295.495,72287.308,103250.387,1.129,1.423,6.924,2.102,0.002,0.0,0.002,39.155,0.7944468408262454,23831.373,1282.358,0.001,2.321,6.273,16.312,2.735,166.868981074579,5.461412030755315,1.0,296.877,302.813,296.199,283.173,94.191,94.34,87.192,144.98,1.098,32.71494814105633,77.727
,0,289.322,298.3190619678335,287.295,515.408,76729.7,97755.984,0.907,1.163,6.6,1.166,0.002,0.000466830090393749,0.001,35.301,2.016,24164.547,373.927,-0.0,1.147,4.402,7.313,1.435,213.783,6.552,1.0,305.412,297.471,299.641,304.0114993913573,84.15818918490326,91.006,88.409,94.731,1.697,32.086,107.605
,0,301.6345762685402,298.289,285.199,288.558,78155.704,104387.0666266772,0.1761047693510555,0.23838879046545336,5.453180193236714,2.558,0.002,0.001,0.002,43.925,1.036,23794.254,379.513,0.0,2.601,6.945,12.335,1.1185108974358975,212.738,5.646,1.0,303.345,298.143,298.4101307426054,300.815,93.279,146.704,73.29326036249014,100.735,1.366,32.71494814105633,79.93625342679128
,0,294.462,617.823,285.03,299.81499398426655,78694.730882662,105815.33,0.1761047693510555,1.168,6.029,1.242,0.002,0.000466830090393749,-0.001,36.206,0.975,25144.907,1161.184,0.00018991517436380773,1.229,2.043423367593712,8.382,1.555,218.621,5.996,1.0,301.0289560691872,299.469,287.46,298.013,92.632,90.935,73.29326036249014,97.178,0.6,30.943,135.477
,0,628.1,298.3190619678335,515.272,304.373,78694.730882662,104387.0666266772,0.1761047693510555,1.098,5.354,0.9,0.0,-0.001,0.0001823262839879154,34.463,1.034,24991.788,337.12472982675195,0.001,0.902,2.043423367593712,6.838,1.345,213.526,5.551,1.0,280.616,305.617,293.386,286.578,89.17,93.965,84.674,98.65,0.947,30.776,74.854
,0,289.672,276.683,288.951,296.806,161584.649,104387.0666266772,0.1761047693510555,0.23838879046545336,4.491,0.273,0.00024330392943063353,0.000466830090393749,0.0,28.966,0.983,24117.79,390.136,-0.001,0.29,1.298,3.863,1.265,202.878,4.592,1.0,305.767,293.368,275.769,280.267,84.15818918490326,90.064,82.268,97.21177445652174,1.706,31.549,139.735
,0,299.835,283.21,276.774,296.237,77639.304,103077.799,0.1761047693510555,0.959,4.526,0.276,0.002,-0.001,-0.001,31.183,0.952,49143.925,233.842,0.002,0.6797272583201269,1.02,3.31,1.026,196.572,4.519,1.0,301.0289560691872,294.643,295.781,299.172,94.067,90.837,73.29326036249014,178.206,1.432,32.71494814105633,78.108
,0,301.6345762685402,282.766,276.412,302.575,77351.586,96106.393,0.275,0.23838879046545336,5.453180193236714,0.255,-0.0,-0.0,0.0001823262839879154,29.239,0.974,25542.638,337.12472982675195,0.001,0.248,0.756,2.729,1.1185108974358975,202.105,5.461412030755315,1.0,283.818,293.923,280.668,290.647,84.15818918490326,88.196,85.873,97.21177445652174,1.473,30.345,74.758
,0,290.424,282.713,300.552,276.993,75116.373,100739.619,0.082,0.474,3.238,0.293,0.001,0.002,-0.0,29.751,1.031,24397.443,337.12472982675195,0.0,0.304,0.824,2.05,0.487,181.245,3.29,1.0,294.546,285.974,282.732,280.136,93.502,79.54927951657885,82.92,97.057,1.895,30.199,75.035
,0,292.873,285.54,283.696,288.075,73572.593,105162.236,0.059,0.366,2.948,0.128,0.00024330392943063353,0.002,0.001,29.455,0.982,25257.854,205.023,0.0,0.6797272583201269,0.516,4.100759235668789,0.387,166.868981074579,2.965,1.0,285.108,304.969,288.917,293.732,92.159,94.95,87.82,97.21177445652174,3.1886087160262413,29.466,79.93625342679128
,0,297.493,281.12,295.255,277.052,75235.141,100001.015,-0.331,0.438,3.017,0.119,-0.002,-0.0,-0.001,31.173630642085186,0.956,48639.75,234.813,0.002,0.124,0.469,0.984,0.57,166.868981074579,2.999,1.0,287.485,292.405,298.4101307426054,296.338,91.65,96.533,73.29326036249014,100.265,1.98,29.531,79.93625342679128
,0,286.57,289.16,288.847,293.233,78694.730882662,104705.114,-0.257,0.23838879046545336,3.503,0.087,-0.001,0.000466830090393749,0.0,31.173630642085186,1.008,25344.456596221018,224.143,0.001,0.083,0.284,1.428,0.39,166.868981074579,2.588,1.0,293.088,307.02,280.556,302.096,84.15818918490326,93.231,83.618,94.947,2.373,31.794,79.93625342679128
,0,301.6345762685402,284.895,299.304,295.873,72712.211,103936.503,-0.091,0.281,2.556,0.382,0.001,-0.001,0.001,31.173630642085186,1.012,40612.918,151.667,-0.0,0.39,0.936,1.898,0.283,167.985,2.656,1.0,300.569,303.45619514955536,288.73,307.591,94.214,112.629,73.322,98.541,2.196,32.412,77.738
,0,290.651,278.482,287.445,299.81499398426655,74118.768,101442.924,0.036,0.48,2.33,0.6765805065234076,-0.001,0.001,0.0001823262839879154,31.173630642085186,1.598,23950.149,159.167,-0.0,0.262,0.764,1.608,0.511,289.562,5.461412030755315,1.0,278.654,306.636,276.654,639.092,91.11,79.54927951657885,73.47,98.622,2.164,30.032,79.93625342679128
,0,284.152,288.355,282.454,280.314,75117.6,104387.0666266772,0.303,0.396,2.575,0.376,0.001,0.0,0.0,31.173630642085186,0.978,24476.617,304.201,0.00018991517436380773,0.372,1.103,1.977,0.494,339.069,5.461412030755315,1.0,298.121,288.165,295.267,281.399,92.138,81.211,73.29326036249014,101.22,2.492,29.835,111.788
,0,284.621,294.45,275.065,283.763,77763.921,105782.97,-0.536,0.23838879046545336,2.022,0.6765805065234076,-0.0,0.001,-0.001,31.523,0.7944468408262454,25344.456596221018,201.79,-0.002,0.6797272583201269,1.15,2.091,0.718,136.887,1.946,1.0,295.119,307.471,279.768,304.0114993913573,91.234,82.104,78.062,101.14,0.433,29.363,78.576
,0,275.792,275.824,294.888,299.81499398426655,78694.730882662,101260.37,-0.379,0.064,2.168,0.599,-0.001,-0.001,0.0001823262839879154,31.173630642085186,1.044,23563.191,179.193,-0.001,0.387,1.127,2.169,0.378,104.751,2.321,1.0,291.239,288.691,298.4101307426054,303.63,89.985,79.708,73.29326036249014,98.47,3.1886087160262413,32.71494814105633,75.277
,0,288.451,277.716,278.912,293.708,74625.051,104387.0666266772,0.1761047693510555,0.399,5.453180193236714,0.348,0.0,0.000466830090393749,-0.002,29.212,1.024,25581.21,264.226,0.0,0.343,1.1,2.196,1.1185108974358975,166.868981074579,2.512,1.0,282.407,282.454,298.4101307426054,304.0114993913573,84.15818918490326,83.978,75.091,94.298,0.963,32.71494814105633,81.191
,0,283.38,298.3190619678335,277.64,298.606,75277.482,98896.429,-0.282,0.092,2.806,0.405,0.00024330392943063353,0.001,0.002,29.964,0.965,25344.456596221018,152.914,0.00018991517436380773,0.6797272583201269,2.043423367593712,2.24,0.305,110.499,2.601,1.0,299.05,303.45619514955536,511.329,296.404,88.067,79.54927951657885,79.395,97.21177445652174,0.927,31.845,78.975
,0,300.693,298.3190619678335,275.842,302.864,78422.44,104387.0666266772,0.058,0.23838879046545336,3.092,0.334,-0.001,0.0,-0.001,30.343,0.7944468408262454,25344.456596221018,279.053,0.00018991517436380773,0.6797272583201269,0.989,2.163,0.607,192.57,5.461412030755315,1.0,282.679,306.195,288.172,292.115,96.404,82.232,78.258,95.437,1.605,32.71494814105633,82.069
,0,300.985,301.213,294.067,297.506,72886.642,97001.16,0.567,0.892,4.287,0.487,0.0,0.000466830090393749,-0.001,31.706,0.958,25344.456596221018,1049.538,-0.0,0.495,2.038,2.617,1.114,202.738,4.246,1.0,301.0289560691872,303.614,280.109,293.898,88.471,85.72,79.118,93.653,3.1886087160262413,32.14,75.779
,0,279.365,287.496,302.576,291.795,146920.417,104387.0666266772,0.1761047693510555,1.302,5.979,1.04,0.001,0.000466830090393749,-0.001,32.813,1.021,25686.371,1782.932,-0.0,0.993,2.658,4.739,1.1185108974358975,166.868981074579,5.929,1.0,290.992,303.45619514955536,581.481,299.914,94.633,80.081,74.134,95.865,3.1886087160262413,30.335,75.901
,0,280.679,284.002,294.17,292.314,75171.551,100218.059,0.897,1.498,6.584,2.506,0.00024330392943063353,0.001,0.001,31.173630642085186,1.034,25647.58,2371.08,0.002,2.51,6.694,4.100759235668789,1.806,218.329,6.383,1.0,279.648,303.45619514955536,296.023,294.766,84.15818918490326,85.37,126.399,96.539,1.51,32.71494814105633,81.808
,0,301.6345762685402,287.457,289.121,297.914,76518.479,102198.818,0.924,1.341,7.5,2.12,0.002,-0.0,-0.0,37.777,0.7944468408262454,23936.589,1761.58,0.002,2.015,5.783,10.626,1.541,212.356,7.334,1.0,294.488,292.074,292.566,294.765,95.895,84.418,73.29326036249014,97.21177445652174,1.887,30.619,75.803
,0,286.478,300.242,294.759,301.648,74590.985,182806.599,0.754,0.23838879046545336,7.816,1.736,-0.001,-0.0,0.002,36.546,0.94,25344.456596221018,1271.296,0.00018991517436380773,1.762,5.881,4.100759235668789,1.386,212.47,14.103,1.0,517.029,284.683,298.4101307426054,304.835,88.785,79.54927951657885,73.29326036249014,99.973,1.584,58.028,79.174
,0,302.109,298.3190619678335,283.237,293.415,74271.362,104056.157,0.1761047693510555,0.23838879046545336,8.247,0.6765805065234076,0.001,-0.001,0.001,39.462,0.7944468408262454,23713.779,337.12472982675195,0.001,2.679,2.043423367593712,10.733,1.1185108974358975,166.868981074579,5.461412030755315,1.0,301.0289560691872,280.888,299.378,304.0114993913573,93.437,82.848,73.374,99.035,2.504,30.476,79.93625342679128
,0,282.921,279.675,289.994,294.549,75618.273,103903.1,0.609,0.476,6.386,0.664,0.001,0.001,0.0001823262839879154,32.131,1.008,25741.705,1180.447,0.00018991517436380773,0.696,2.989,6.479,0.782,166.868981074579,6.304,1.0,290.488,302.747,297.385,294.356,84.15818918490326,81.335,77.204,100.365,3.641,31.104,76.471
,0,299.856,286.767,288.449,305.049,113954.362,104387.0666266772,0.911,0.23838879046545336,4.857,0.6765805065234076,0.001,-0.0,-0.0,30.653,0.944,25317.947,337.12472982675195,-0.001,0.301,1.622,4.386,1.1185108974358975,166.868981074579,4.865,1.0,280.37,309.113,298.4101307426054,287.569,84.15818918490326,85.484,77.799,101.0,3.509,29.702,76.538
,0,301.6345762685402,298.3190619678335,301.967,299.81499398426655,72943.386,105452.575,0.67,0.903,4.73,0.194,-0.0,-0.001,-0.001,27.09,1.039,25344.456596221018,113.952,0.001,0.188,0.742,3.212,1.115,224.89,4.995,1.0,298.689,293.703,293.635,286.076,94.026,83.031,75.526,96.076,4.411,31.163,75.697
,0,284.107,286.465,283.759,295.633,78694.730882662,104387.0666266772,0.1761047693510555,0.23838879046545336,5.352,0.222,0.001,0.002,-0.0,27.554,0.954,23549.688,337.12472982675195,0.00018991517436380773,0.6797272583201269,0.689,2.699,1.074,206.608,5.461412030755315,1.0,300.672,304.626,289.617,305.177,94.635,79.54927951657885,78.517,98.214,3.34,31.012,78.602
,0,289.795,280.37,300.4776422074919,288.191,73638.948,98158.068,0.497,0.775,5.05,0.209,-0.001,-0.001,-0.001,29.143,1.575,24565.141,143.821,0.00018991517436380773,0.6797272583201269,0.614,1.986,1.1185108974358975,166.868981074579,4.979,1.0,293.63,290.962,292.311,305.801,90.634,78.901,77.391,94.937,4.621,32.441,77.801
,0,300.044,277.735,278.089,291.763,77682.034,99850.995,0.755,0.646,2.919,0.096,-0.001,0.001,0.0,26.977,1.03,23582.767,179.359,-0.002,0.102,2.043423367593712,0.999,0.941,235.282,2.779,1.0,290.116,291.18,299.36,309.671,84.15818918490326,81.397,119.304,97.21177445652174,3.1886087160262413,32.71494814105633,76.458
,0,293.231,283.386,283.251,299.81499398426655,78694.730882662,104657.957,0.288,0.765,2.645,0.066,-0.002,-0.0,0.001,28.045,1.015,23705.921,178.521,-0.001,0.06,0.29,0.687,0.771,199.628,2.58,1.0,301.0289560691872,303.45619514955536,297.667,303.672,96.17,78.264,75.095,97.365,1.106,29.63,80.936
,0,278.853,279.501,292.608,299.405,77960.886,100098.476,-0.177,0.579,2.563,0.6765805065234076,-0.0,0.0,0.0001823262839879154,28.644,1.013,24994.512,152.718,0.001,0.6797272583201269,0.297,0.758,1.09,169.111,5.461412030755315,1.0,299.377,287.992,290.885,302.41,96.442,84.02,137.22,101.151,0.716,30.181,76.412
,0,301.6345762685402,285.27,292.206,294.484,78694.730882662,104086.238,-0.16,0.784,2.737,0.165,-0.0,0.0,0.003,29.867,0.968,23581.326,201.272,-0.0,0.18,0.483,1.049,0.787,164.987,2.768,1.0,297.708,303.45619514955536,294.624,304.0114993913573,91.608,78.842,75.312,93.573,0.561,32.71494814105633,75.355
