time_utc,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon,time_local,label,_target_orig,date,new_label
,282.862,296.681,,278.978,,,0.792,,,2.898,0.001,,0.0,46.832,0.959,22696.624,,,2.951,9.015,,1.482,223.314,8.991,,300.137,285.642,,,78.395,,75.506,98.077,1.812,29.862,81.766,2022-08-14 14:30:00+05:30,,2022-08-14 09:00:00,2022-08-14,0
,296.154,295.018,285.529,420.971,143771.617,96749.302,,0.931,8.517,2.41,0.002,0.001,0.001,42.081,0.97,,551.15,0.001,2.312,8.774,,0.987,192.207,8.305,,307.539,284.303,294.513,281.043,76.072,89.077,,95.247,,,,2022-08-14 15:30:00+05:30,0.0,2022-08-14 10:00:00,2022-08-14,0
,294.972,301.328,301.526,279.104,77209.338,97995.717,0.766,1.398,5.612,2.432,0.002,0.001,,,0.969,23904.646,353.846,0.0,1.815,5.59,11.723,1.624,335.328,6.086,,300.392,288.448,,295.531,,,,97.861,1.566,31.014,81.661,2022-08-14 16:30:00+05:30,,2022-08-14 11:00:00,2022-08-14,0
,286.845,283.493,291.96,302.275,79310.732,99088.57,0.626,1.228,,,-0.001,0.0,0.0,,0.959,23974.518,343.129,0.0,,5.264,,1.443,199.695,6.769,,294.003,304.022,283.688,305.808,82.281,93.567,75.964,103.435,1.114,31.517,78.959,2022-08-14 17:30:00+05:30,0.0,2022-08-14 12:00:00,2022-08-14,0
,282.193,282.07,294.222,284.79,,99045.353,0.345,,6.507,3.122,0.002,0.001,0.001,48.11,0.951,23411.996,136.899,,3.21,7.886,,,,6.569,,301.537,304.502,299.198,281.09,76.311,,72.239,99.777,0.51,31.377,74.957,2022-08-14 18:30:00+05:30,0.002,2022-08-14 13:00:00,2022-08-14,0
,296.538,285.107,277.868,286.67,,105092.928,0.482,,5.875,3.584,0.002,,-0.0,47.254,1.008,23973.428,101.529,,3.559,9.389,17.351,1.087,209.067,5.428,,305.539,306.863,288.958,280.919,82.285,87.625,75.226,99.993,0.039,,81.208,2022-08-14 19:30:00+05:30,0.001,2022-08-14 14:00:00,2022-08-14,0
,,284.373,289.005,286.851,,,0.454,0.656,4.984,,-0.001,0.003,0.001,48.091,1.022,,90.026,-0.001,3.722,10.324,,0.821,212.269,4.924,,292.25,303.535,291.108,296.258,75.637,93.396,74.286,96.808,0.004,31.897,78.468,2022-08-14 20:30:00+05:30,,2022-08-14 15:00:00,2022-08-14,0
,295.185,295.269,283.177,291.023,75088.328,96845.444,0.309,0.985,4.934,3.819,0.002,0.004,,51.266,0.996,23297.401,,-0.001,3.848,11.233,19.006,1.103,205.161,4.546,,286.498,308.061,291.071,281.983,75.695,90.07,,,0.122,30.178,81.425,2022-08-14 21:30:00+05:30,0.0,2022-08-14 16:00:00,2022-08-14,0
,287.27,289.549,283.166,,79105.288,,,,4.692,4.078,0.002,,-0.0,51.234,1.615,21950.976,70.5,0.0,4.272,,21.682,1.14,,4.753,,288.624,299.874,295.585,297.704,76.572,88.747,78.503,101.106,,30.437,77.899,2022-08-14 22:30:00+05:30,0.0,2022-08-14 17:00:00,2022-08-14,0
,291.376,297.255,287.344,,,97556.926,0.012,1.92,4.865,4.63,0.002,0.004,0.001,,0.955,,114.57,0.004,7.978,12.49,24.607,1.164,187.901,6.465,,285.036,287.306,279.969,306.56,78.77,90.586,72.605,103.509,0.307,55.61,77.797,2022-08-14 23:30:00+05:30,,2022-08-14 18:00:00,2022-08-14,0
,276.351,293.512,299.051,297.843,76581.774,99927.821,0.033,1.401,6.195,4.099,,0.004,0.001,52.659,0.987,24019.023,107.383,0.0,3.922,11.452,39.468,1.366,190.105,6.372,,294.355,290.173,297.503,302.483,,71.648,71.476,101.601,0.463,,80.382,2022-08-15 00:30:00+05:30,0.001,2022-08-14 19:00:00,2022-08-15,0
,278.889,279.98,279.857,274.802,,102397.532,0.045,1.429,7.834,5.163,0.004,0.004,,55.913,0.981,22358.525,122.806,,,14.58,28.013,1.526,173.696,7.287,,283.227,305.333,301.043,299.609,,72.913,72.392,102.907,0.372,31.432,78.637,2022-08-15 01:30:00+05:30,-0.0,2022-08-14 20:00:00,2022-08-15,0
,288.887,301.333,275.709,280.46,74087.141,96499.32,-0.037,1.488,8.125,5.222,-0.001,0.007,0.002,55.869,0.967,23183.988,90.485,0.002,4.986,14.981,29.283,1.432,178.548,8.198,,280.866,295.574,302.932,,,72.188,68.792,98.289,0.61,,80.552,2022-08-15 02:30:00+05:30,-0.001,2022-08-14 21:00:00,2022-08-15,0
,296.238,281.121,275.383,279.184,76854.028,,,1.404,,5.72,0.002,0.007,0.002,57.291,0.994,35524.432,61.53,0.002,,15.633,30.832,2.873,147.513,8.066,,289.552,,291.622,288.162,91.999,72.083,69.433,100.616,0.219,30.138,74.969,2022-08-15 03:30:00+05:30,0.0,2022-08-14 22:00:00,2022-08-15,0
,278.685,,,277.191,77761.603,103028.484,-0.494,1.246,8.694,5.694,0.002,0.005,0.001,57.021,1.026,23782.192,97.663,0.0,,15.353,,1.301,164.509,9.463,,300.397,295.222,,303.533,94.572,69.062,123.938,,,46.771,,2022-08-15 04:30:00+05:30,0.002,2022-08-14 23:00:00,2022-08-15,0
,289.317,301.362,284.305,285.664,74620.162,102758.121,-0.435,0.91,9.585,4.738,0.001,0.004,0.002,54.721,0.959,22211.024,110.053,0.002,4.604,14.296,28.647,0.957,159.951,8.85,,286.803,293.413,301.539,,,69.351,69.456,155.252,0.346,,77.728,2022-08-15 05:30:00+05:30,-0.002,2022-08-15 00:00:00,2022-08-15,0
,295.679,277.523,279.003,294.882,76717.594,,-0.2,0.774,,3.224,0.002,0.006,0.001,45.891,1.034,23883.437,90.447,,3.221,11.303,24.229,,152.06,8.677,,296.659,,285.188,296.794,89.937,70.773,71.974,,0.202,31.539,75.222,2022-08-15 06:30:00+05:30,-0.0,2022-08-15 01:00:00,2022-08-15,0
,,,296.326,298.667,,132814.118,-0.054,-0.143,5.88,,0.001,0.002,0.001,,0.976,22619.444,115.539,0.001,,7.989,19.057,0.143,42.867,,,303.168,,,297.257,94.495,,66.765,101.941,,31.89,76.734,2022-08-15 07:30:00+05:30,0.001,2022-08-15 02:00:00,2022-08-15,0
,,,282.543,285.651,78855.925,98597.997,0.162,-0.341,,2.143,0.001,,0.002,,1.012,23970.954,148.767,0.0,2.082,6.981,16.04,0.341,356.9,4.02,,288.862,299.671,277.454,297.704,90.494,68.162,71.976,95.054,1.315,31.942,74.19,2022-08-15 08:30:00+05:30,-0.0,2022-08-15 03:00:00,2022-08-15,0
,291.176,,,292.009,,98132.105,,-0.224,3.742,1.281,-0.001,0.001,,35.119,,22811.92,106.34,0.001,1.366,4.688,,,348.583,4.735,,305.314,427.384,,287.96,87.959,,69.501,156.372,1.216,,78.858,2022-08-15 09:30:00+05:30,0.001,2022-08-15 04:00:00,2022-08-15,0
,496.474,300.819,,301.667,78512.986,,0.221,-0.134,3.925,0.847,0.001,,0.0,32.868,0.998,22418.202,47.291,-0.001,0.822,4.371,,0.251,,,,295.369,305.49,300.129,302.921,93.99,,66.994,151.063,2.899,30.078,75.876,2022-08-15 10:30:00+05:30,0.001,2022-08-15 05:00:00,2022-08-15,0
,289.89,285.885,300.274,,,,0.373,0.076,4.102,0.419,-0.001,0.002,-0.001,29.736,0.945,23700.454,31.839,0.001,0.457,,5.667,0.37,,4.268,,282.204,,279.871,385.064,,71.149,72.139,100.324,3.846,30.757,75.067,2022-08-15 11:30:00+05:30,,2022-08-15 06:00:00,2022-08-15,0
,305.014,302.544,305.245,,77000.514,101334.621,0.483,,,0.255,0.002,0.001,-0.001,27.802,0.961,22668.291,33.492,-0.001,0.264,1.063,3.708,0.537,235.873,5.318,1.0,286.877,288.629,290.576,296.28,86.403,70.941,,,4.483,30.744,76.425,2022-08-15 12:30:00+05:30,,2022-08-15 07:00:00,2022-08-15,0
,287.583,294.379,299.351,293.918,73161.181,101527.439,0.636,,5.647,0.236,-0.001,-0.002,-0.0,,,,63.828,0.002,,0.762,2.696,0.746,253.871,5.502,,,540.73,297.071,285.474,88.03,73.961,65.947,,5.74,30.218,134.595,2022-08-15 13:30:00+05:30,0.0,2022-08-15 08:00:00,2022-08-15,0
,301.978,278.786,290.297,304.811,,105474.351,0.657,0.393,5.268,0.317,,0.002,0.0,28.276,0.932,22010.781,49.915,0.001,0.313,,3.216,0.783,434.083,5.064,,304.332,,275.079,304.194,87.027,70.445,70.659,,5.994,31.459,74.766,2022-08-15 14:30:00+05:30,0.001,2022-08-15 09:00:00,2022-08-15,0
,290.744,290.769,294.656,,77917.801,105582.124,0.658,-0.301,,0.19,0.0,0.0,-0.001,28.056,0.98,23937.438,6.769,0.0,,0.64,1.549,0.76,,5.081,,304.106,280.813,295.451,301.265,93.292,67.07,,100.781,5.727,32.271,,2022-08-15 15:30:00+05:30,0.002,2022-08-15 10:00:00,2022-08-15,0
,303.216,,283.614,,,103150.613,0.58,,4.702,0.088,-0.001,-0.001,0.0,,1.024,22379.632,28.327,-0.001,0.088,0.402,0.976,0.694,306.014,4.587,,559.815,280.367,295.432,287.505,86.477,69.558,,94.553,5.679,30.138,75.331,2022-08-15 16:30:00+05:30,,2022-08-15 11:00:00,2022-08-15,0
,303.227,284.81,279.239,292.306,77736.88,103085.691,0.959,-0.364,4.005,0.033,-0.002,0.001,-0.0,26.304,1.01,,27.174,0.001,0.036,,0.619,,,3.883,,277.428,,284.791,,91.123,70.452,65.968,,5.939,31.134,75.424,2022-08-15 17:30:00+05:30,,2022-08-15 12:00:00,2022-08-15,0
,283.072,276.119,294.767,298.487,78828.646,98194.583,0.666,-0.431,,0.019,,-0.0,0.001,26.102,0.968,47381.434,,0.001,0.02,0.228,0.546,0.789,306.287,,,300.267,300.876,280.337,285.004,90.423,70.914,67.914,102.243,4.096,,74.832,2022-08-15 18:30:00+05:30,0.001,2022-08-15 13:00:00,2022-08-15,0
,304.17,302.753,286.397,291.388,,,0.596,-0.616,5.324,0.015,-0.001,-0.0,0.001,,0.996,23110.702,48.427,-0.001,0.014,0.082,0.45,0.891,,5.162,,281.327,306.042,451.517,284.246,,67.275,66.027,100.457,4.075,31.112,76.867,2022-08-15 19:30:00+05:30,0.0,2022-08-15 14:00:00,2022-08-15,0
,290.968,,300.168,288.682,74880.716,104828.443,0.292,-0.258,4.85,0.022,-0.001,,0.001,27.485,0.978,22214.927,63.46,0.0,0.019,,0.644,0.763,311.428,4.512,,298.642,570.751,293.096,,86.709,67.892,67.508,,4.106,31.483,77.756,2022-08-15 20:30:00+05:30,0.001,2022-08-15 15:00:00,2022-08-15,0
,297.258,,,290.433,80154.168,97700.58,-0.055,-0.045,3.382,0.057,0.001,-0.001,0.001,27.557,1.019,36693.352,,-0.0,0.053,0.159,0.434,0.072,,3.636,,280.399,,573.375,,90.746,73.724,69.303,94.841,,29.866,,2022-08-15 21:30:00+05:30,,2022-08-15 16:00:00,2022-08-15,0
,,374.858,,284.084,79965.907,99060.733,,-0.435,3.114,0.155,-0.001,0.001,,26.32,,23592.281,83.504,0.001,0.15,0.36,0.748,0.44,358.479,3.085,,288.94,285.499,441.578,282.776,87.406,,72.077,99.689,,31.41,74.888,2022-08-15 22:30:00+05:30,-0.001,2022-08-15 17:00:00,2022-08-15,0
,296.623,279.582,300.231,284.992,75675.074,104267.454,,-0.638,3.202,0.179,0.001,-0.0,0.002,28.868,0.883,23136.61,76.493,,0.179,0.491,,,353.112,3.056,,,291.664,294.246,306.827,91.661,68.59,70.556,103.977,,30.892,81.464,2022-08-15 23:30:00+05:30,,2022-08-15 18:00:00,2022-08-15,0
,288.808,295.35,278.35,277.611,75374.908,97216.067,,,,,0.0,0.001,-0.001,26.91,0.895,,46.913,0.001,0.022,0.238,0.464,0.848,1.649,3.021,,279.161,306.658,286.505,,79.043,79.7,,,2.826,,78.139,2022-08-16 00:30:00+05:30,0.002,2022-08-15 19:00:00,2022-08-16,0
,299.847,298.755,,297.401,,103615.329,-0.088,-0.944,,,,0.002,-0.001,25.013,0.776,,17.381,,0.001,,0.358,1.01,5.205,3.489,,296.185,303.0,286.651,309.567,123.195,79.416,71.593,95.504,2.353,29.806,79.204,2022-08-16 01:30:00+05:30,,2022-08-15 20:00:00,2022-08-16,0
,,287.721,295.546,287.985,76098.966,104533.47,,-1.597,3.505,-0.018,,,,25.476,0.618,,2.615,,-0.02,,,0.963,11.35,3.478,,293.855,301.789,301.482,294.979,78.174,75.784,,88.869,,29.735,74.522,2022-08-16 02:30:00+05:30,-0.001,2022-08-15 21:00:00,2022-08-16,0
,290.958,281.386,280.34,292.916,,104482.565,-0.294,-0.456,,-0.015,,0.001,0.0,24.59,0.515,23809.695,12.03,,-0.017,-0.006,0.232,,33.423,3.679,,295.898,289.969,275.853,290.476,81.025,75.796,,95.585,1.629,31.48,78.319,2022-08-16 03:30:00+05:30,,2022-08-15 22:00:00,2022-08-16,0
,285.662,275.345,278.152,406.9,78449.054,96648.649,,,3.401,-0.025,-0.001,0.0,0.0,26.375,0.502,22577.339,3.758,0.0,-0.024,-0.032,,0.71,38.866,3.287,,300.891,291.512,281.378,291.422,,,75.062,91.067,1.827,30.768,,2022-08-16 04:30:00+05:30,0.0,2022-08-15 23:00:00,2022-08-16,0
,296.545,277.803,295.2,286.265,78571.182,100074.668,-0.414,-0.478,2.987,-0.029,,-0.0,0.001,24.792,0.44,22836.846,3.157,0.0,-0.046,-0.047,0.02,0.658,39.951,3.166,,294.456,301.245,281.023,285.221,80.714,,76.198,87.67,4.87,30.203,77.157,2022-08-16 05:30:00+05:30,,2022-08-16 00:00:00,2022-08-16,0
,,273.888,288.906,277.357,78728.904,100764.701,,-0.593,3.398,-0.024,-0.0,0.0,0.0,26.358,,23547.63,7.465,-0.001,,-0.03,0.053,0.727,35.055,3.265,,290.279,438.441,,293.062,80.889,73.677,70.717,,2.495,31.894,78.492,2022-08-16 06:30:00+05:30,0.001,2022-08-16 01:00:00,2022-08-16,0
,301.889,278.647,,,73387.564,99594.007,-0.225,,3.059,-0.019,-0.0,0.0,-0.002,26.254,0.608,,25.619,0.001,-0.018,-0.016,,0.408,33.178,3.312,,279.206,,300.225,293.027,83.997,74.061,70.599,,2.984,32.429,113.382,2022-08-16 07:30:00+05:30,0.0,2022-08-16 02:00:00,2022-08-16,0
,294.492,,284.941,286.878,78614.105,100050.419,0.487,0.62,3.901,-0.015,-0.001,-0.0,,,0.848,22096.363,40.493,0.0,-0.017,-0.009,0.089,0.697,,3.801,,299.103,307.606,301.711,296.403,82.497,81.19,127.642,91.413,3.63,30.653,75.46,2022-08-16 08:30:00+05:30,,2022-08-16 03:00:00,2022-08-16,0
,,294.64,288.723,280.937,77802.114,97673.464,,0.927,5.037,-0.014,-0.002,-0.0,-0.0,25.662,0.998,23760.16,111.817,-0.0,-0.013,-0.008,,0.987,196.744,,,307.597,290.005,,444.409,76.87,78.726,72.276,95.402,,30.619,74.912,2022-08-16 09:30:00+05:30,-0.0,2022-08-16 04:00:00,2022-08-16,0
,303.863,,290.611,284.682,,102991.051,0.681,1.302,5.93,-0.005,-0.002,,0.001,26.108,0.918,23647.251,463.742,-0.001,-0.004,0.02,0.138,1.439,208.519,6.116,,293.534,304.153,300.228,303.962,76.723,77.362,72.632,88.119,4.688,,76.844,2022-08-16 10:30:00+05:30,0.0,2022-08-16 05:00:00,2022-08-16,0
,,294.526,499.8,292.7,77653.13,103236.064,0.642,1.152,7.224,0.01,0.002,0.0,-0.001,26.572,1.031,22210.321,1193.288,0.0,0.01,0.118,,1.311,203.411,7.244,,278.719,281.53,283.056,291.851,77.538,,70.169,92.208,5.099,30.502,77.385,2022-08-16 11:30:00+05:30,0.0,2022-08-16 06:00:00,2022-08-16,0
,291.662,,,300.139,,96124.875,1.13,,7.277,0.318,-0.0,-0.0,-0.001,28.207,,23496.19,2496.621,0.001,0.328,0.731,1.392,1.69,295.748,7.599,1.0,300.715,298.58,285.372,289.369,,76.798,70.136,89.539,,30.549,74.739,2022-08-16 12:30:00+05:30,,2022-08-16 07:00:00,2022-08-16,0
,,284.844,306.142,279.765,78229.358,183707.545,0.926,1.374,11.955,1.95,0.003,-0.0,-0.0,37.972,0.954,21860.177,,,2.139,,8.373,1.571,215.262,8.116,,294.411,293.667,276.576,308.288,83.892,,75.992,90.321,4.65,30.128,77.597,2022-08-16 13:30:00+05:30,0.001,2022-08-16 08:00:00,2022-08-16,0
,285.895,,,,74987.219,,1.181,1.497,,2.853,0.006,-0.0,0.001,45.725,0.964,23106.238,382.442,0.001,2.756,7.649,,1.601,200.984,8.016,,306.21,299.654,291.653,,83.678,74.683,76.543,93.405,4.275,31.703,80.12,2022-08-16 14:30:00+05:30,-0.001,2022-08-16 09:00:00,2022-08-16,0
,,288.264,297.544,288.862,79494.738,98709.622,1.11,0.845,6.576,0.545,-0.001,0.001,0.001,46.505,0.849,,792.575,,,3.131,4.166,1.423,235.668,7.201,,,,,301.577,80.861,74.953,72.098,88.99,3.118,30.981,80.046,2022-08-16 15:30:00+05:30,-0.001,2022-08-16 10:00:00,2022-08-16,0
,,289.762,303.525,283.062,,101741.699,0.684,,6.69,0.393,,-0.001,,27.937,0.827,23936.258,530.764,-0.0,,2.113,3.837,0.81,234.842,13.539,,281.383,306.507,292.096,288.516,138.434,79.074,,88.395,3.675,30.542,77.429,2022-08-16 16:30:00+05:30,-0.001,2022-08-16 11:00:00,2022-08-16,1
,294.192,304.42,289.218,,,102802.41,0.01,,4.618,0.227,,-0.0,,,0.746,22962.876,962.522,0.0,,0.846,4.56,0.787,184.65,,,293.252,306.755,,308.768,78.391,73.808,76.122,94.572,4.492,,137.074,2022-08-16 17:30:00+05:30,-0.001,2022-08-16 12:00:00,2022-08-16,1
,288.028,304.525,300.783,,,101327.628,-0.231,0.703,4.312,,0.0,-0.002,0.0,27.508,0.631,22041.479,468.49,-0.001,0.423,1.174,4.013,0.769,165.398,4.565,,299.0,309.511,,,,79.0,75.002,95.829,,29.981,79.398,2022-08-16 18:30:00+05:30,-0.0,2022-08-16 13:00:00,2022-08-16,0
,288.647,,277.199,,73960.515,101242.794,,0.416,,0.088,0.0,-0.001,-0.001,27.38,0.714,23774.678,478.888,-0.001,0.085,0.425,1.914,0.628,132.395,4.114,,286.104,304.795,282.371,288.752,82.126,,72.512,89.809,2.923,31.765,77.877,2022-08-16 19:30:00+05:30,-0.001,2022-08-16 14:00:00,2022-08-16,0
,400.256,279.424,285.647,,78394.757,98872.892,-0.545,0.216,4.192,0.044,-0.001,-0.001,-0.001,27.591,0.783,,,-0.001,0.04,,0.756,0.637,112.585,4.049,,292.17,288.005,,305.797,,77.479,,93.378,2.164,31.259,79.753,2022-08-16 20:30:00+05:30,-0.0,2022-08-16 15:00:00,2022-08-16,2
,290.652,281.382,278.021,286.433,76391.539,,-0.283,0.054,4.232,0.208,0.001,,0.0,,0.828,,197.544,,0.203,,,0.299,103.665,4.17,,301.024,286.738,300.938,299.779,77.966,80.354,77.179,89.25,2.13,,81.498,2022-08-16 21:30:00+05:30,,2022-08-16 16:00:00,2022-08-16,2
,294.656,280.02,280.756,466.376,75864.327,131726.128,,-0.033,3.691,,,-0.001,0.001,28.635,0.889,23115.346,,0.0,,0.615,,0.057,311.663,5.547,,566.117,303.468,,311.725,,75.878,74.269,87.069,1.485,30.263,77.743,2022-08-16 22:30:00+05:30,,2022-08-16 17:00:00,2022-08-16,0
,299.993,302.693,301.628,276.41,79300.34,96399.809,-0.031,,3.446,0.068,,-0.001,0.0,,0.821,23339.333,152.964,,0.068,0.341,0.759,0.087,157.881,3.475,,286.157,285.417,290.112,,80.352,,74.238,,1.547,29.56,150.013,2022-08-16 23:30:00+05:30,-0.001,2022-08-16 18:00:00,2022-08-16,0
,287.316,301.064,278.9,,73395.036,,-0.209,0.192,4.391,0.071,0.002,-0.0,-0.001,25.623,0.783,23495.154,144.634,0.002,0.071,0.285,0.627,0.264,134.139,4.193,,287.07,301.059,285.249,304.561,77.584,84.406,69.916,92.84,,29.595,79.701,2022-08-17 00:30:00+05:30,,2022-08-16 19:00:00,2022-08-17,0
,285.781,,,278.331,73832.091,100636.924,-0.297,0.112,4.125,,-0.0,-0.001,-0.001,27.241,,22202.586,148.633,,0.069,0.228,0.645,0.304,110.951,3.929,,301.209,306.16,277.645,306.647,78.242,80.52,75.655,93.572,,31.438,74.911,2022-08-17 01:30:00+05:30,-0.002,2022-08-16 20:00:00,2022-08-17,0
,298.069,292.435,302.288,293.047,73087.716,98140.311,-0.364,-0.251,3.762,0.04,0.001,-0.0,,,,,53.32,,,0.173,0.511,,58.293,3.734,,303.972,294.861,278.513,,82.244,,70.755,95.114,0.533,,78.368,2022-08-17 02:30:00+05:30,-0.002,2022-08-16 21:00:00,2022-08-17,0
,284.544,284.388,277.203,295.926,73308.53,98166.184,-0.257,-0.378,,0.013,0.001,,0.001,,0.917,24045.234,66.776,,0.012,0.101,0.353,0.445,,3.505,,282.81,294.335,284.121,435.323,76.887,80.857,70.413,97.327,,29.563,76.315,2022-08-17 03:30:00+05:30,-0.001,2022-08-16 22:00:00,2022-08-17,0
,,280.893,,289.061,73042.055,103965.807,-0.326,,3.599,-0.001,0.0,0.001,0.0,25.424,0.891,,56.223,-0.0,-0.002,0.036,0.215,0.584,45.7,3.462,,288.905,285.989,288.873,,82.872,85.014,72.656,99.687,,65.387,76.064,2022-08-17 04:30:00+05:30,,2022-08-16 23:00:00,2022-08-17,0
,278.772,297.67,301.27,296.759,75719.427,,-0.36,-0.584,3.892,-0.021,0.0,0.001,,,0.731,23596.89,53.198,0.001,-0.012,,0.153,0.681,31.909,3.882,,295.506,294.666,302.613,,81.896,82.033,,,,31.575,,2022-08-17 05:30:00+05:30,-0.001,2022-08-17 00:00:00,2022-08-17,0
,290.501,300.002,284.646,,79228.881,,-0.578,-0.803,,-0.016,-0.0,-0.001,-0.001,24.798,,,,0.002,-0.027,-0.002,0.125,0.982,32.987,3.962,,293.799,280.921,293.303,305.383,,83.995,72.787,,1.222,,77.994,2022-08-17 06:30:00+05:30,0.001,2022-08-17 01:00:00,2022-08-17,0
,283.476,278.354,282.434,300.824,,105399.664,-0.401,-0.345,3.982,-0.035,,-0.001,-0.0,24.003,0.464,44534.106,49.277,0.002,-0.035,-0.052,0.027,0.53,50.937,4.013,,302.23,,297.346,287.166,79.436,85.153,,98.329,3.165,,77.0,2022-08-17 07:30:00+05:30,-0.001,2022-08-17 02:00:00,2022-08-17,0
,292.1,284.45,282.157,290.318,79268.258,,,0.613,5.17,-0.02,0.001,0.001,0.0,,0.405,23542.589,66.237,,,,,0.633,202.216,5.322,1.0,307.486,289.795,292.885,286.964,82.137,,71.231,97.163,3.241,31.223,77.115,2022-08-17 08:30:00+05:30,0.001,2022-08-17 03:00:00,2022-08-17,0
,281.795,303.26,277.2,283.484,,102177.775,0.479,1.27,6.72,0.261,-0.0,-0.001,-0.001,24.864,0.366,38072.454,279.436,-0.001,0.241,0.321,0.647,1.364,201.419,6.421,,289.701,309.283,292.297,444.264,,85.624,121.616,96.48,3.366,30.087,76.026,2022-08-17 09:30:00+05:30,0.001,2022-08-17 04:00:00,2022-08-17,0
,289.463,302.501,300.031,295.113,,99842.822,0.54,1.752,7.773,0.239,0.001,-0.0,0.0,,0.624,22820.429,688.077,0.001,0.238,0.648,1.212,1.801,,8.373,,298.687,281.624,293.683,288.841,81.955,79.696,70.355,,5.181,,78.967,2022-08-17 10:30:00+05:30,-0.0,2022-08-17 05:00:00,2022-08-17,0
,286.039,297.925,295.1,289.69,,96550.683,,1.48,9.434,0.221,0.002,-0.0,-0.001,,0.613,22116.827,836.817,0.002,0.205,0.625,1.179,,190.781,9.221,,284.656,293.557,303.088,293.397,80.354,80.48,73.626,99.743,4.806,31.657,,2022-08-17 11:30:00+05:30,0.001,2022-08-17 06:00:00,2022-08-17,0
,,,293.565,,79529.823,152254.724,0.565,1.534,9.229,0.499,0.001,-0.0,0.002,28.833,0.929,22751.625,1701.639,0.003,0.503,,2.489,1.619,202.182,9.279,,303.534,299.222,287.951,304.56,82.642,82.234,72.075,101.486,3.015,30.763,79.791,2022-08-17 12:30:00+05:30,-0.001,2022-08-17 07:00:00,2022-08-17,0
,293.492,281.687,293.207,279.212,115399.623,101766.28,1.048,,,1.279,-0.0,,0.0,32.443,0.949,23655.416,,-0.0,1.265,2.98,5.409,,203.822,10.411,,290.998,300.643,476.735,304.289,77.543,83.769,70.092,,2.684,29.939,76.21,2022-08-17 13:30:00+05:30,-0.0,2022-08-17 08:00:00,2022-08-17,0
,,285.26,296.306,292.107,78861.75,95981.792,0.599,1.367,10.531,1.126,0.002,-0.001,0.001,31.516,0.8,,988.371,0.0,1.171,6.793,5.808,1.464,199.43,,,297.827,303.691,286.743,310.466,,77.911,76.675,98.876,2.811,31.934,,2022-08-17 14:30:00+05:30,-0.002,2022-08-17 09:00:00,2022-08-17,0
,281.454,518.328,305.32,280.665,,104655.402,0.202,0.396,7.968,0.309,-0.0,0.001,0.001,27.54,0.521,22759.713,,-0.001,0.436,1.519,2.598,0.442,211.143,7.843,,292.348,,,291.842,,82.328,76.043,170.732,4.044,,76.796,2022-08-17 15:30:00+05:30,0.0,2022-08-17 10:00:00,2022-08-17,0
,304.824,,290.876,,75677.261,99783.609,0.434,0.611,5.858,0.097,0.0,-0.001,0.001,25.093,0.338,,244.751,-0.0,0.094,0.756,,0.723,204.143,5.667,,,304.504,303.701,294.882,79.516,,74.892,95.159,4.029,,79.782,2022-08-17 16:30:00+05:30,0.0,2022-08-17 11:00:00,2022-08-17,0
,286.995,286.229,477.415,284.297,79187.565,99398.568,0.76,0.766,5.095,,0.0,-0.001,,24.099,0.392,23199.014,158.344,-0.0,0.083,0.334,1.552,1.11,234.484,5.334,,294.28,,292.892,306.777,80.093,,73.209,96.573,4.468,,,2022-08-17 17:30:00+05:30,0.0,2022-08-17 12:00:00,2022-08-17,0
,298.754,292.45,378.843,296.216,75301.979,102657.244,0.661,,,0.033,0.001,0.001,0.0,,0.264,,127.252,0.001,0.035,0.164,1.279,1.075,,4.811,,281.867,288.962,414.838,286.022,79.419,82.658,75.285,101.334,3.826,31.713,77.363,2022-08-17 18:30:00+05:30,-0.002,2022-08-17 13:00:00,2022-08-17,0
,305.861,,291.359,,77404.77,100526.227,0.535,0.74,3.34,-0.03,,,0.0,24.927,0.348,24113.146,130.479,-0.0,-0.029,,0.553,,223.167,3.36,,296.036,282.441,303.591,,84.47,85.782,74.341,94.218,,,81.462,2022-08-17 19:30:00+05:30,-0.0,2022-08-17 14:00:00,2022-08-17,0
,278.639,302.241,297.353,279.242,73058.159,101646.858,,0.228,2.557,-0.035,0.0,-0.0,0.001,23.492,0.318,22746.084,,-0.002,-0.037,-0.055,0.125,0.256,209.594,2.493,,306.913,,,,77.206,83.402,,186.815,1.749,,75.408,2022-08-17 20:30:00+05:30,-0.0,2022-08-17 15:00:00,2022-08-17,0
